,Round.No,Institute,Academic.Program.Name,,Category,Opening.Rank,Closing.Rank
1107,7,Indian Institute of Technology Madras,"Naval Architecture and Ocean Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,ST,8,35
1108,7,Indian Institute of Technology Madras,"Naval Architecture and Ocean Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,ST,677,677
1109,7,Indian Institute of Technology Madras,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",,General,5287,5287
1110,7,Indian Institute of Technology Madras,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",,General,1398,2657
1111,7,Indian Institute of Technology Madras,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",,OBC-NCL,1835,1835
1112,7,Indian Institute of Technology Madras,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",,SC,2474,2474
1113,7,Indian Institute of Technology Madras,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",,SC,529,929
1114,7,Indian Institute of Technology Madras,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",,ST,725,725
1115,7,Indian Institute of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",,General,7880,9516
1116,7,Indian Institute of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",,General,4474,6180
1117,7,Indian Institute of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,2302,2898
1118,7,Indian Institute of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,4475,4475
1119,7,Indian Institute of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",,SC,2283,2283
1120,7,Indian Institute of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",,SC,1366,1584
1121,7,Indian Institute of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",,ST,601,827
1122,7,Indian Institute of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",,General,9498,9758
1123,7,Indian Institute of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",,General,4470,7542
1124,7,Indian Institute of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,4120,4120
1125,7,Indian Institute of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,2386,2690
1126,7,Indian Institute of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",,SC,493,1281
1127,7,Indian Institute of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",,SC,2048,2048
1128,7,Indian Institute of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",,ST,307,357
1129,7,Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General,956,1447
1130,7,Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General,2074,3172
1131,7,Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General PwD,94,94
1132,7,Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,533,771
1133,7,Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,1175,1175
1134,7,Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,SC,362,480
1135,7,Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,SC,813,813
1136,7,Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,ST,242,246
1137,7,Indian Institute of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",,General,1627,3099
1138,7,Indian Institute of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",,General,5213,5614
1139,7,Indian Institute of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",,General PwD,93,93
1140,7,Indian Institute of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,2833,2833
1141,7,Indian Institute of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,1252,1609
1142,7,Indian Institute of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",,SC,1931,1931
1143,7,Indian Institute of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",,SC,591,897
1144,7,Indian Institute of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",,ST,376,379
1145,7,Indian Institute of Technology Gandhinagar,"Materials Science and Engineering (4 Years, Bachelor of Technology)",,General,7010,8532
1146,7,Indian Institute of Technology Gandhinagar,"Materials Science and Engineering (4 Years, Bachelor of Technology)",,General,9810,10762
1147,7,Indian Institute of Technology Gandhinagar,"Materials Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,4950,4950
1148,7,Indian Institute of Technology Gandhinagar,"Materials Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,3167,4080
1149,7,Indian Institute of Technology Gandhinagar,"Materials Science and Engineering (4 Years, Bachelor of Technology)",,SC,1640,2037
1150,7,Indian Institute of Technology Gandhinagar,"Materials Science and Engineering (4 Years, Bachelor of Technology)",,SC,2697,2697
1151,7,Indian Institute of Technology Gandhinagar,"Materials Science and Engineering (4 Years, Bachelor of Technology)",,ST,311,311
1152,7,Indian Institute of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,3146,4229
1153,7,Indian Institute of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,7689,8781
1154,7,Indian Institute of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,3423,3423
1155,7,Indian Institute of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,1580,1885
1156,7,Indian Institute of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,2182,2182
1157,7,Indian Institute of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,889,1038
1158,7,Indian Institute of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",,ST,445,466
1159,7,Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",,General,9568,12502
1160,7,Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",,General,7386,8746
1161,7,Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,3327,3432
1162,7,Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,5448,5448
1163,7,Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",,SC,1579,1700
1164,7,Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",,ST,825,825
1165,7,Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",,General,7346,8674
1166,7,Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",,General,12416,12585
1167,7,Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,5321,5321
1168,7,Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,2636,2993
1169,7,Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",,SC,1079,1511
1170,7,Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",,ST,419,419
1171,7,Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General,2963,4631
1172,7,Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General,999,2731
1173,7,Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General PwD,118,118
1174,7,Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,2226,2307
1175,7,Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,729,1058
1176,7,Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,SC,428,715
1177,7,Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,SC,829,829
1178,7,Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,ST,347,412
1179,7,Indian Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",,General,8322,9369
1180,7,Indian Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",,General,3813,5841
1181,7,Indian Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,1617,2211
1182,7,Indian Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,3743,3833
1183,7,Indian Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",,SC,863,1393
1184,7,Indian Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",,SC,2411,2411
1185,7,Indian Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",,ST,491,564
1186,7,Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,10064,11132
1187,7,Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,4646,7053
1188,7,Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,2187,2587
1189,7,Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,5437,5607
1190,7,Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,2753,2753
1191,7,Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,1005,1576
1192,7,Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",,ST,455,631
1193,7,Indian Institute of Technology Roorkee,"Applied Mathematics (5 Years, Integrated Master of Science)",,General,3159,4407
1194,7,Indian Institute of Technology Roorkee,"Applied Mathematics (5 Years, Integrated Master of Science)",,General,1544,2470
1195,7,Indian Institute of Technology Roorkee,"Applied Mathematics (5 Years, Integrated Master of Science)",,OBC-NCL,789,1789
1196,7,Indian Institute of Technology Roorkee,"Applied Mathematics (5 Years, Integrated Master of Science)",,OBC-NCL,2195,2195
1197,7,Indian Institute of Technology Roorkee,"Applied Mathematics (5 Years, Integrated Master of Science)",,SC,511,1122
1198,7,Indian Institute of Technology Roorkee,"Applied Mathematics (5 Years, Integrated Master of Science)",,SC,1841,1841
1199,7,Indian Institute of Technology Roorkee,"Applied Mathematics (5 Years, Integrated Master of Science)",,ST,897,909
1200,7,Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",,General,6934,12016
1201,7,Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",,General,10503,12940
1202,7,Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",,OBC-NCL,2477,4665
1203,7,Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",,OBC-NCL,5179,5179
1204,7,Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",,SC,2164,2164
1205,7,Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",,SC,1929,2885
1206,7,Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",,ST,762,762
1207,7,Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",,ST,315,315
1208,7,Indian Institute of Technology Roorkee,"Bio Technology (4 Years, Bachelor of Technology)",,General,6012,7074
1209,7,Indian Institute of Technology Roorkee,"Bio Technology (4 Years, Bachelor of Technology)",,General,6460,9613
1210,7,Indian Institute of Technology Roorkee,"Bio Technology (4 Years, Bachelor of Technology)",,OBC-NCL,3030,3346
1211,7,Indian Institute of Technology Roorkee,"Bio Technology (4 Years, Bachelor of Technology)",,OBC-NCL,5195,5621
1212,7,Indian Institute of Technology Roorkee,"Bio Technology (4 Years, Bachelor of Technology)",,SC,2290,2290
1213,7,Indian Institute of Technology Roorkee,"Bio Technology (4 Years, Bachelor of Technology)",,SC,1372,1741
1214,7,Indian Institute of Technology Roorkee,"Bio Technology (4 Years, Bachelor of Technology)",,ST,28,126
1215,7,Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",,General,5619,6324
1216,7,Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",,General,2926,3966
1217,7,Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,1504,1902
1218,7,Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,2546,4451
1219,7,Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",,SC,1015,1405
1220,7,Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",,SC,893,1095
1221,7,Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",,ST,442,669
1222,7,Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",,ST,358,358
1223,7,Indian Institute of Technology Roorkee,"Chemistry (5 Years, Integrated Master of Science)",,General,6429,10610
1224,7,Indian Institute of Technology Roorkee,"Chemistry (5 Years, Integrated Master of Science)",,General,10912,12806
1225,7,Indian Institute of Technology Roorkee,"Chemistry (5 Years, Integrated Master of Science)",,OBC-NCL,3520,4215
1226,7,Indian Institute of Technology Roorkee,"Chemistry (5 Years, Integrated Master of Science)",,OBC-NCL,6782,6782
1227,7,Indian Institute of Technology Roorkee,"Chemistry (5 Years, Integrated Master of Science)",,SC,703,703
1228,7,Indian Institute of Technology Roorkee,"Chemistry (5 Years, Integrated Master of Science)",,SC,2062,2092
1229,7,Indian Institute of Technology Roorkee,"Chemistry (5 Years, Integrated Master of Science)",,ST,616,616
1230,7,Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",,General,6373,8108
1231,7,Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",,General,3268,4756
1232,7,Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,3325,3617
1233,7,Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,1246,1809
1234,7,Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",,SC,441,758
1235,7,Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",,SC,1290,1580
1236,7,Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",,ST,502,542
1237,7,Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",,ST,100,244
1238,7,Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General,639,863
1239,7,Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General,278,416
1240,7,Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General PwD,105,105
1241,7,Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,456,527
1242,7,Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,138,225
1243,7,Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,SC,77,108
1244,7,Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,SC,398,403
1245,7,Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,ST,58,82
1246,7,Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,ST,263,263
1247,7,Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Technology)",,General,1124,1735
1248,7,Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Technology)",,General,2946,3409
1249,7,Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Technology)",,General PwD,63,63
1250,7,Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,1431,1793
1251,7,Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,571,799
1252,7,Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Technology)",,SC,974,1109
1253,7,Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Technology)",,SC,223,446
1254,7,Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Technology)",,ST,71,243
1255,7,Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Technology)",,ST,394,394
1256,7,Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,General,1196,2640
1257,7,Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,General,915,1266
1258,7,Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,General PwD,43,45
1259,7,Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,313,622
1260,7,Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,1395,1606
1261,7,Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,OBC-NCL(PwD),24,24
1262,7,Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,SC,140,402
1263,7,Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,SC,934,1041
1264,7,Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,ST,189,297
1265,7,Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,ST,605,605
1266,7,Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of Technology)",,General,2255,3619
1267,7,Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of Technology)",,General,4776,7244
1268,7,Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of Technology)",,OBC-NCL,3931,3931
1269,7,Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of Technology)",,OBC-NCL,1811,2154
1270,7,Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of Technology)",,SC,1690,1690
1271,7,Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of Technology)",,SC,949,1154
1272,7,Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of Technology)",,ST,606,684
1273,7,Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",,General,10400,12618
1274,7,Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",,General,7212,9172
1275,7,Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",,OBC-NCL,4700,6584
1276,7,Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",,OBC-NCL,2626,3460
1277,7,Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",,SC,12,12
1278,7,Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",,SC,2016,2155
1279,7,Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",,ST,226,292
1280,7,Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",,General,4051,7122
1281,7,Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",,General,8635,9926
1282,7,Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",,OBC-NCL,6509,6509
1283,7,Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",,OBC-NCL,2392,3031
1284,7,Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",,SC,654,654
1285,7,Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",,SC,1638,1868
1286,7,Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",,ST,101,491
1287,7,Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,1763,2485
1288,7,Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,4558,5569
1289,7,Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General PwD,9,79
1290,7,Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,2295,2731
1291,7,Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,691,1029
1292,7,Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,376,594
1293,7,Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,1189,1392
1294,7,Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",,ST,790,795
1295,7,Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",,ST,249,277
1296,7,Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",,General,7935,9351
1297,7,Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",,General,4878,6437
1298,7,Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,4909,5393
1299,7,Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,1908,2950
1300,7,Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",,SC,2352,2366
1301,7,Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",,SC,1229,1517
1302,7,Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",,ST,689,889
1303,7,Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",,ST,857,857
1304,7,Indian Institute of Technology Roorkee,"Physics (5 Years, Integrated Master of Science)",,General,10214,11137
1305,7,Indian Institute of Technology Roorkee,"Physics (5 Years, Integrated Master of Science)",,General,3588,6466
1306,7,Indian Institute of Technology Roorkee,"Physics (5 Years, Integrated Master of Science)",,OBC-NCL,2764,2764
1307,7,Indian Institute of Technology Roorkee,"Physics (5 Years, Integrated Master of Science)",,OBC-NCL,3287,3938
1308,7,Indian Institute of Technology Roorkee,"Physics (5 Years, Integrated Master of Science)",,SC,1988,2136
1309,7,Indian Institute of Technology Roorkee,"Physics (5 Years, Integrated Master of Science)",,ST,777,777
1310,7,Indian Institute of Technology Roorkee,"Polymer Science and Engineering (4 Years, Bachelor of Technology)",,General,6632,7807
1311,7,Indian Institute of Technology Roorkee,"Polymer Science and Engineering (4 Years, Bachelor of Technology)",,General,9429,10352
1312,7,Indian Institute of Technology Roorkee,"Polymer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,3415,3646
1313,7,Indian Institute of Technology Roorkee,"Polymer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,5926,5926
1314,7,Indian Institute of Technology Roorkee,"Polymer Science and Engineering (4 Years, Bachelor of Technology)",,SC,1833,2004
1315,7,Indian Institute of Technology Roorkee,"Polymer Science and Engineering (4 Years, Bachelor of Technology)",,ST,310,657
1316,7,Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",,General,7926,8413
1317,7,Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",,General,3894,5061
1318,7,Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,1867,2411
1319,7,Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,4754,4800
1320,7,Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",,SC,2443,2443
1321,7,Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",,SC,1234,1343
1322,7,Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",,ST,365,365
1323,7,Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",,ST,720,788
1324,7,Indian Institute of Technology (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",,General,9126,10888
1325,7,Indian Institute of Technology (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",,General,14450,15425
1326,7,Indian Institute of Technology (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",,OBC-NCL,4034,4592
1327,7,Indian Institute of Technology (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",,SC,2101,2257
1328,7,Indian Institute of Technology (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",,SC,1117,1117
1329,7,Indian Institute of Technology (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",,General,8572,10440
1330,7,Indian Institute of Technology (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",,General,13104,14083
1331,7,Indian Institute of Technology (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",,OBC-NCL,4124,4656
1332,7,Indian Institute of Technology (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",,SC,2277,2278
1333,7,Indian Institute of Technology (ISM) Dhanbad,"Applied Geophysics (5 Years, Integrated Master of Technology)",,SC,1122,1122
1334,7,Indian Institute of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",,General,6631,8360
1335,7,Indian Institute of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",,General,10803,10938
1336,7,Indian Institute of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,2767,3097
1337,7,Indian Institute of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,5074,5088
1338,7,Indian Institute of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",,SC,1549,1693
1339,7,Indian Institute of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",,SC,2162,2162
1340,7,Indian Institute of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",,ST,880,916
1341,7,Indian Institute of Technology (ISM) Dhanbad,"Chemical Engineering (4 Years, Bachelor of Technology)",,ST,826,826
1342,7,Indian Institute of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",,General,6787,8554
1343,7,Indian Institute of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",,General,10359,11550
