,Round.No,Institute,Academic.Program.Name,,Category,Opening.Rank,Closing.Rank
3750,7,National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,60981,69263
3751,7,National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,61225,64054
3752,7,National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,SC,14087,17450
3753,7,National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,SC,22770,22770
3754,7,National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,General,18677,24659
3755,7,National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,General,19713,25742
3756,7,National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,5761,7387
3757,7,National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,11000,11000
3758,7,National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,SC,3738,3738
3759,7,National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,SC,3291,3605
3760,7,National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,ST,1594,1594
3761,7,National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,ST,2853,2853
3762,7,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,General,63978,131048
3763,7,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,General,95261,129722
3764,7,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,48616,53780
3765,7,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,42256,52148
3766,7,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,SC,14392,20303
3767,7,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,SC,21714,21714
3768,7,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,General,8098,18231
3769,7,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,General,13784,19168
3770,7,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,5364,6378
3771,7,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,5872,5872
3772,7,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,SC,1871,2817
3773,7,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,SC,2325,2325
3774,7,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,ST,1044,1044
3775,7,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,ST,2079,2079
3776,7,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,ST PwD,24,24
3777,7,National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,121167,121167
3778,7,National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,57024,111962
3779,7,National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,72207,72207
3780,7,National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,36286,41233
3781,7,National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,5577,8453
3782,7,National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,25041,25041
3783,7,National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,11407,21831
3784,7,National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,5573,6876
3785,7,National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,11957,11957
3786,7,National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,5586,5586
3787,7,National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,2284,2284
3788,7,National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",,ST,1384,1384
3789,7,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",,General,931,3147
3790,7,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",,General,2001,8689
3791,7,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",,OBC-NCL,5925,9979
3792,7,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",,OBC-NCL,2502,13542
3793,7,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",,SC,597,1333
3794,7,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",,SC,1521,1521
3795,7,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",,ST,742,742
3796,7,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",,ST,250,478
3797,7,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",,General,1696,1918
3798,7,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",,General,1537,1977
3799,7,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",,OBC-NCL,801,867
3800,7,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",,OBC-NCL,787,883
3801,7,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",,SC,237,237
3802,7,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",,SC,168,281
3803,7,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",,ST,148,159
3804,7,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",,General,86718,163829
3805,7,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",,General,88405,99431
3806,7,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,86473,86473
3807,7,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,52053,54595
3808,7,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",,SC,24707,24707
3809,7,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",,SC,11142,16001
3810,7,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",,ST,4256,4934
3811,7,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",,General,37557,43788
3812,7,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",,General,35352,43411
3813,7,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",,General PwD,1231,1231
3814,7,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,13445,14234
3815,7,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,17628,17628
3816,7,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",,SC,7806,9251
3817,7,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",,ST,3771,4174
3818,7,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",,ST,5318,5318
3819,7,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",,General,70647,142858
3820,7,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",,General,79951,116473
3821,7,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",,OBC-NCL,48140,58068
3822,7,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",,OBC-NCL,42953,49795
3823,7,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",,SC,13839,13839
3824,7,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",,SC,14259,16786
3825,7,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",,ST,4440,4440
3826,7,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",,ST,4837,4837
3827,7,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",,General,36611,42683
3828,7,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",,General,31644,41167
3829,7,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",,General PwD,1293,1293
3830,7,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",,OBC-NCL,12598,16487
3831,7,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",,OBC-NCL,10407,13091
3832,7,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",,SC,4457,6597
3833,7,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",,SC,6913,6913
3834,7,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",,ST,2393,3209
3835,7,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",,General,33149,74616
3836,7,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",,General,50169,78321
3837,7,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,27990,30817
3838,7,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,22030,29296
3839,7,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",,SC,8199,9193
3840,7,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",,SC,16357,16357
3841,7,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",,ST,3119,4263
3842,7,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",,ST,3810,3810
3843,7,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",,General,26917,33837
3844,7,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",,General,24959,29483
3845,7,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",,General PwD,1100,1100
3846,7,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,13678,15552
3847,7,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,7974,9047
3848,7,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",,SC,6241,6241
3849,7,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",,SC,5072,5285
3850,7,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",,ST,1568,1568
3851,7,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",,General,45570,66839
3852,7,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",,General,27780,66680
3853,7,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,19822,28863
3854,7,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,18298,23806
3855,7,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",,SC,7594,7594
3856,7,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",,SC,4431,7206
3857,7,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",,ST,1261,1261
3858,7,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",,ST,1547,2053
3859,7,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",,General,26971,30165
3860,7,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",,General,22886,27219
3861,7,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",,General PwD,798,798
3862,7,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,9481,11949
3863,7,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,6969,7656
3864,7,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL(PwD),533,533
3865,7,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",,SC,4438,4438
3866,7,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",,SC,3965,4077
3867,7,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",,ST,956,1175
3868,7,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General,12839,25196
3869,7,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General,11550,24284
3870,7,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General PwD,422,422
3871,7,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,5808,10096
3872,7,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,7846,12740
3873,7,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,SC,3022,3022
3874,7,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,SC,1806,4263
3875,7,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,ST,691,1257
3876,7,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General,9700,12909
3877,7,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General,7161,10702
3878,7,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General PwD,247,247
3879,7,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,5893,7620
3880,7,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,2993,3545
3881,7,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL(PwD),288,288
3882,7,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,SC,1658,1992
3883,7,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,SC,2630,2630
3884,7,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,ST,717,881
3885,7,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,ST,1475,1475
3886,7,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",,General,27233,49272
3887,7,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",,General,14517,39764
3888,7,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",,General PwD,998,998
3889,7,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,10607,19827
3890,7,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,15699,19805
3891,7,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",,SC,4010,5040
3892,7,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",,SC,9099,13118
3893,7,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",,ST,1513,2103
3894,7,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",,ST,2405,2405
3895,7,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",,General,14133,19770
3896,7,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",,General,20221,24396
3897,7,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",,General PwD,1941,1941
3898,7,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,8702,11273
3899,7,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,4936,6371
3900,7,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",,SC,2682,3530
3901,7,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",,SC,3793,3793
3902,7,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",,ST,978,1087
3903,7,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",,ST,2779,2779
3904,7,National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",,General,24919,48063
3905,7,National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",,General,25701,45517
3906,7,National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",,General PwD,312,312
3907,7,National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,14468,24926
3908,7,National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,12951,18326
3909,7,National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",,SC,12260,12260
3910,7,National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",,SC,6332,12696
3911,7,National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",,ST,1591,1704
3912,7,National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",,General,16534,17255
3913,7,National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",,General,12782,17235
3914,7,National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",,General PwD,962,1685
3915,7,National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",,General PwD,1577,1577
3916,7,National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,5326,6049
3917,7,National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,10221,10535
3918,7,National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",,SC,3124,3596
3919,7,National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",,SC,3968,4904
3920,7,National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",,ST,4233,4233
3921,7,National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",,ST,1172,2090
3922,7,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",,General,25719,42019
3923,7,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",,General,26567,40998
3924,7,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",,OBC-NCL,20425,24451
3925,7,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",,OBC-NCL,11106,18366
3926,7,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",,SC,11913,11913
3927,7,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",,SC,5471,8595
3928,7,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",,ST,2859,2859
3929,7,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",,ST,1383,1765
3930,7,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",,General,14852,16278
3931,7,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",,General,10719,14108
3932,7,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",,General PwD,487,487
3933,7,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",,OBC-NCL,3772,5125
3934,7,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",,OBC-NCL,7870,9333
3935,7,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",,OBC-NCL(PwD),729,729
3936,7,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",,SC,2455,2455
3937,7,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",,SC,2132,2782
3938,7,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",,ST,3432,3432
3939,7,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",,ST,1245,1470
3940,7,National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,52595,93112
3941,7,National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,19353,42735
3942,7,National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General PwD,480,480
3943,7,National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,11823,18270
3944,7,National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,26735,26941
3945,7,National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL(PwD),509,509
3946,7,National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,4578,7390
3947,7,National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,11564,11564
3948,7,National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",,ST,1672,1997
3949,7,National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,28425,32479
3950,7,National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,12625,20348
3951,7,National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General PwD,928,928
3952,7,National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,5322,6543
3953,7,National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,12938,13291
3954,7,National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,5519,5519
3955,7,National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,2903,3698
3956,7,National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",,ST,1111,1453
3957,7,National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",,ST,3484,3484
3958,7,National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",,General,55583,105363
3959,7,National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",,General,68240,105925
3960,7,National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",,General PwD,2912,2912
3961,7,National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,31338,42817
3962,7,National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,31513,38177
3963,7,National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",,SC,18802,18802
3964,7,National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",,SC,7913,14045
3965,7,National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",,ST,4029,4226
3966,7,National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",,General,30426,39313
3967,7,National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",,General,37543,40733
3968,7,National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,16987,18331
3969,7,National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,10210,12011
3970,7,National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",,SC,4755,6443
3971,7,National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",,SC,5863,5863
3972,7,National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",,ST,2444,3083
3973,7,National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",,ST,4799,4799
3974,7,National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",,General,29931,86504
3975,7,National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",,General,103860,109763
3976,7,National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,68956,68956
3977,7,National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,26404,34666
3978,7,National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",,SC,8159,11179
3979,7,National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",,SC,19696,19696
3980,7,National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",,ST,2325,3007
3981,7,National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",,General,26561,38846
3982,7,National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",,General,37832,42458
3983,7,National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,9942,10833
3984,7,National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,14678,16866
3985,7,National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",,SC,3588,6411
3986,7,National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",,SC,7547,10328
3987,7,National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",,ST,1728,2474
3988,7,National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",,General,222334,222334
3989,7,National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",,General,37096,39865
3990,7,National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",,General,41711,41711
3991,7,National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,16586,16586
3992,7,National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,10093,11803
3993,7,National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",,SC,5032,5948
3994,7,National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",,ST,2892,2892
3995,7,National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General,95736,670682
3996,7,National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General,68368,770959
3997,7,National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,ST,34427,34427
